Job Title,Job Description,Job Sector,Salary Range,Date published,Contact,Company_name
"Агент, Реалтор сургаж ажилд авна ","- Үл хөдлөх, эд хөрөнгө зуучлан борлуулах - Худалдан авагч нарт Үл хөдлөх, эд хөрөнгийг танилцуулах - Зуучлалын түрээсийн, худалдах гэрээ байгуулах - Үл хөдлөх хөрөнгийн төслүүд дээр ажиллах - Үл хөдлөх хөрөнгийн талаарх зах зээлийн судалгаа","Барилга, Үл хөдлөх хөрөнгө",2300000.0,2022-12-16,"70706060, 70709090",Оргил Сити Проперти 
Санхүүгийн ахлах шинжээч,"   Групп компанийн санхүүгийн үйл ажиллагааг үр ашигтай зохион байгуулах, хөрөнгийн өгөөжийг дээшлүүлэх, удирдлагыг шийдвэр гаргахад шаардлагатай санхүүгийн мэдээллээр тогтмол хангах, шаардлагатай шийдэл санал болгох. Групп компанийн санхүүгийн богино болон дунд хугацааны төлөвлөгөөг гаргах, ашиг орлогын судалгаа хийх","Банк, санхүү, нягтлан бодох бүртгэл",3500000.0,2022-12-16,77100009,БльюМон ГруппБидний сэтгэлийн чин зориг – Бидний амжилтын үндэс
CNC оператор,"CNC машины эх бэлтгэх, бүтээгдэхүүн үйлдвэрлэх","Үйлдвэрлэл, Дэд бүтэц",1350000.0,2022-12-16,95290991,"""Эко бүтээл"" "
Зүлгүүрчин,"Тавилга, бусад эдлэлийн мод болон хавтан бэлдэцийг зүлгэх.","Үйлдвэрлэл, Дэд бүтэц",1650000.0,2022-12-16,95290991,"""Эко бүтээл"" "
Үйлчилгээний менежер," Лавлах төв болон Үйлчилгээний төвийн стандартын дагуу харилцагчид мэдээлэл зөвөлгөө өгөх Даатгалын гэрээ байгуулах, цуцлах Нөхөн төлбөрийн материал хүлээн авах, мэдээлэл зөвлөгөө өгөх Харилцагчийн гомдол санал, хүсэлт хүлээн авч мэдээллэх, бүртгэх  Харилцагчийн сэтгэл ханамжийг нэмэгдүүлэх зорилгын хүрээнд тодорхой ажлуудыг хэрэгжүүлэх",Даатгал,1100000.0,2022-12-16,75773000,Мандал Даатгал ХК
CNC oператор,"AUTOcad дээр зурж, зурсан өгөгдлийг CNC машинд оруулан, модон эдлэлийг муурь машин дээр гаргаж, эсгүүр хийх/ Мужааны ажил хийх","Барилга, Үл хөдлөх хөрөнгө",1350000.0,2022-12-16,95290991,"""Эко бүтээл"" "
"Хуульч, үйл ажиллагааны менежер",":  Компанийн дотоод дүрэм, журам, гэрээ хэлцэл, мөн бусад албан бичгийг хууль эрх зүйн орчинд нийцүүлэн боловсруулах, хянах Төрийн болон холбогдох байгууллагад компанийн эрх, хууль ёсны ашиг сонирхлыг төлөөлөх Компанийн ажилтнуудад хууль, эрх зүйн зөвлөгөө, мэдээлэл өгөх Ажлын байрны тодорхойлолтод заасан бусад ажил үүргүүдийг гүйцэтгэнэ","Хууль, хуулийн үйлчилгээ",1100000.0,2022-12-16,"70108010, 75855577, 88066856",Бодь-электроникс 
Цахилгааны инженер," Цахилгаан инженерийн зургийн дагуу өөрчлөх, шийдэл, дүгнэлт гаргах Барилга, байгууламжийн гэрэлтүүлэг, цахилгаан тоног төхөөрөмж, хэрэгсэл, кабель зэргийг галын болон цахилгааны аюулгүй байдлыг хангаж ажиллах Компанийн хариуцсан объектуудын цахилгаан хангамжийн найдвартай ажиллагаа, тэдгээрийн урсгал засвар, үзлэг үйлчилгээг хариуцан ажиллах","Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Зургийн инженер ," Барилгын төсөл төлөвлөгөөг нарийвчлан хянаж шалган удирдлагын баг болон төслийн талбайд ажилладаг гүйцэтгэлийн багуудтай нягт хамтран ажиллаж тэдгээр багуудын үйл ажиллагаа нт зорилгод нийцсэн, төсөл төлөвлөгөөний стандартад нийцэж буй эсэхийг баталгаажуулах;  Төслийн оролцогч талуудтай зөвлөлдөн ажиллаж барилгын ажлын долоо хоног тутмын төлөвлөлтийг гаргах, түүнийг мэдээлэх; Барилгын зураг төсөл, архивын хадгалалт, тэдгээрийн бүрэн бүтэн байдал, ашиглалтыг хариуцах, хэлтсийн хэвийн үйл ажиллагааг хангахад зориулагдсан бичмэл журам, баримтжуулалт зэргийг боловсруулах;  Хуваарьт ажлыг эхлүүлэхэд шаардагдах төлөвлөлтийн болон туслах материалыг цаг хугацаанд нь боловсруулан гаргах гэх мэт ажлын байрны тодорхойлолтод дурдсан ажлыг гүйцэтгэнэ.","Барилга, Үл хөдлөх хөрөнгө",2300000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Худалдааны менежер ажилд авна., - Ажлын байрны тодорхойлолтонд заагдсан чиг үүргүүдийг хэрэгжүүлж ажиллана,"Худалдаа, Борлуулалт",1100000.0,2022-11-28,"9505-4018, 9405-4018, 9595-3019, 7577-0999",“Финпак” 
График дизайнер,"Бүтээгдэхүүний идэвхжүүлэлтийн постер зураг, ном, бүтээгдэхүүн зэргийн өнгө дизайны өвөрмөц сонголттой, өөрийн өвөрмөц хэв маягтайгаар хийж гүйцэтгэх","Дизайн, Энтертайнмент, Соёл урлаг",1950000.0,2022-12-16,"7000-2266, 8002-2266","Монголын Оюун Ухааны АкадемиСэтгэхүйн хурдыг танд эзэмшүүлж, Оюуны хүрдийг дэлхийд таниулна."
Төлөвлөлтийн инженер ,"Барилгын ажлын тооцоолол хийж, төлөвлөх, зураг төсөв төлөвлөлт хийх  Барилга бүтээцийн зураг уншиж тоо хэмжээ түүх ББ зургийн өөрчлөлтийг зурах чадвартай  Барилга угсралтын график боловсруулах","Барилга, Үл хөдлөх хөрөнгө",2750000.0,2022-12-16,9009-1699,Ньюпрогресс Групп 
Legal manager in EY Mongolia tax practice,"Responsibilities include but are not limited to:  Work with other EY departments to deliver comprehensive legal service to clients Manage day-to-day activities of EY Law Conduct legal research on Mongolian laws and regulations, and prepare legal advice to clients Represent clients before Mongolian authorities Prepare various legal documents, including contacts and internal corporate documents","Хууль, хуулийн үйлчилгээ",5000000.0,2022-12-16,"+ 11 314032, + 11 312005",Эрнст энд Янг Монголия Аудит 
Орон нутагт байрлалтай рестораны БАРМЕН,Ажил үүргийн хуваарьт заагдсан үндсэн үүрэг.,"Ресторан, Хоол үйлдвэрлэл",1350000.0,2022-12-16,89113843,Өнөд хөгжих говь 
Дэлгүүрийн менежер ," Харилцагчид тохирох бараа бүтээгдэхүүнийг санал болгох, түргэн шуурхай үйлчилгээ үзүүлэх Үйлчилгээний стандартыг мөрдөж ажиллах","Худалдаа, Борлуулалт",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
Борлуулалтын менежер,"Харилцагчид уул уурхайн тэсэлгээний өрөм, хайгуулын өрөм, худгийн өрөм, гүний өрөм, компаний бүтээгдэхүүн, үйлчилгээний талаар дэлгэрэнгүй мэдээлэл, зөвлөгөө өгөх, бүтээгдэхүүнээ борлуулах, худалдах гэрээ байгуулах, захиалга авах, борлуулалтыг идэвхжүүлэх, төлөвлөх, зардлыг тооцоолох, шинэ харилцагч татах.","Худалдаа, Борлуулалт",1650000.0,2022-12-16,"70167018, 88030211, 99077018",ЦЭЦЭН ГЛОБАЛ 
Борлуулалт зөвлөх ажилтан,"Харилцагчийн сонгосон бараа бүтээгдэхүүний талаар дэлгэрэнгүй мэдээллийг ойлгомжтой тайлбарлах, тохирох бараа бүтээгдэхүүнийг санал болгох, түргэн шуурхай үйлчилгээ үзүүлэх","Худалдаа, Борлуулалт",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
ХАБЭА-н ажилтан,"     Хөдөлмөрийн аюулгүй байдал, эрүүл ахуйн хууль тогтоомж, стандартын дагуу байгууллагын нийт ажилтны хөдөлмөр хамгаалал, аюулгүй байдал, эрүүл ахуйг хангах, Засварын тоног төхөөрөмж, барилга байгууламж инженерийн шугам сүлжээний ажлын бэлэн байдал, аюулгүй ажиллагааг хангах Гарч болох эрсдлийг тодорхойлох, аюулыг арилгах Хөдөлмөрийн нөхцлийн үнэлгээ хийх, нөхцлийг сайжруулах арга хэмжээ авах Сургалт, судалгаа явуулах Холбогдох мэргэжлийн байгууллагатай харилцах Байгууллагын үйл ажиллагаа доголдолгүй жигд хэвийн явагдаж,  ажлын бүтээмж нэмэгдэж үр ашиг, үр нөлөөг дээшлүүлэх","Үйлдвэрлэл, Дэд бүтэц",2300000.0,2022-12-16,"70005225, 88018883","

Хөдөлмөрийн аюулгүй байдал, эрүүл ахуйн хууль тогтоомж, стандартын дагуу байгууллагын нийт ажилтны хөдөлмөр хамгаалал, аюулгүй байдал, эрүүл ахуйг хангах,
Засварын тоног төхөөрөмж, барилга байгууламж инженерийн шугам сүлжээний ажлын бэлэн байдал, аюулгүй ажиллагааг хангах
Гарч болох эрсдлийг тодорхойлох, аюулыг арилгах
Хөдөлмөрийн нөхцлийн үнэлгээ хийх, нөхцлийг сайжруулах арга хэмжээ авах
Сургалт, судалгаа явуулах
Холбогдох мэргэжлийн байгууллагатай харилцах
Байгууллагын үйл ажиллагаа доголдолгүй жигд хэвийн явагдаж,  ажлын бүтээмж нэмэгдэж үр ашиг, үр нөлөөг дээшлүүлэх

"
БАРИЛГЫН ИНЖЕНЕР ,"Компанийн хэрэгжүүлж буй урт болон богино хугацааны төслийн хүрээнд хийгдэх ажлын стратеги төлөвлөгөө боловсруулах, барилгын явц болон гүйцэтгэлийг хянах, инженер техникийн ажилтнуудыг удирдан зохион байгуулж, төслийн ажлын хэрэгжилтэнд хяналт тавьж ажиллах ба ажлын байрны тодорхойлолтод заасан бусад ажил үүргүүдийг гүйцэтгэнэ.  Зураг төсөл боловсруулалт зураг төслийн инженерээс ирсэн зургыг шалгах, танилцуулах; Холбогдох норм стандарт судлах, ажилд тусгах; Тендерт оролцох; Бүх төрлийн зургийн шатны ажлын тоо хэмжээг гаргах; Гүйцэтгэлийн зураг гаргах, зургийн орчуулга хийх; Авторын хяналт хийх, тайланг гаргах; Зураг төсөл гүйцэтгэлийн төлөвлөгөө, тайлан гаргах, танилцуулах, дагаж мөрдөх; Эскиз зураг гаргах, барилга угсралтын төлөвлөгөө хийх; Төсөв тооцоолол хийх; Барилгын ажлын гүйцэтгэлийг хянах, зөвлөх; Багаа удирдан манлайлж, сургалт зөвлөгөөгөөр хангах;","Барилга, Үл хөдлөх хөрөнгө",1950000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Зээлийн эргэн төлөлт хариуцсан ажилтан," Зээлийн эргэн төлөлтийг хариуцан ажиллах Хэрэглэгчийн хугацаа хэтэрсэн зээл болон эрсдэлийн тооцоолол судалгааны дагуу ажиллах Харилцагчтай харилцах, мэдээлэл зааварчилгаа өгөх","Банк, санхүү, нягтлан бодох бүртгэл",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
Химич," Сорилт шинжилгээг Монгол улсын стандартын арга, аргачлалын дагуу гүйцэтгэж, сорилтын үр дүнгийн тайланг бодит гаргажажиллах Лабораторийн шинжилгээний үр дүнгээр удирдлагуудыг мэдээллээр хангана. Лабораторийн болон чанарын удирдлагын тогтолцооны баримт бичгийг боловсруулж батлуулан мөрдөж ажиллана. Лабораторид дотоод аудит, удирдлагын дүн шинжилгээ хийх ажилд оролцоно. Үр дүнд тулгуурлан залруулах арга хэмжээг авах, шаардлага тавих эрхтэй.","ХАА, Байгаль экологи",1650000.0,2022-12-16,"70005225, 88018883",Түмэн Шувуут 
Сэлбэгийн нярав,"1. Уул уурхайн Өрмийн машины сэлбэгийн дэлгүүрийн өдөр тутмын бэлэн болон бэлэн бус гүйлгээг хийж, худалдан авагч, харилцагч нарт үйлчилгээ үзүүлж ажиллана. 2. Баримтын хадгалалт, хамгаалалтыг хангах, сэлбэг, эд анги, багж, материалын тооллого болон тайлан бүртгэл гаргах, материалын захиалгыг тулгах, хүргэх. 3. Тооллого тооцоо хийж нягтлантай тулж баталгаажуулах.","Банк, санхүү, нягтлан бодох бүртгэл",1350000.0,2022-12-16,"70167018, 88030211, 99077018",ЦЭЦЭН ГЛОБАЛ 
Бүртгэлийн ажилтан," Ирсэн харилцагчийг бүртгэх,  мэдээлэл өгөх Холбогдох бичиг баримт бүрдүүлэх  Өдөр бүрийн тайлан мэдээг тайлагнах","Банк, санхүү, нягтлан бодох бүртгэл",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
Харилцагч хариуцсан ажилтан," Харилцагчийн сонгосон бараа бүтээгдэхүүний талаар дэлгэрэнгүй мэдээллийг ойлгомжтой тайлбарлах Харилцагчид тохирох бараа бүтээгдэхүүнийг санал болгох, түргэн шуурхай үйлчилгээ үзүүлэх","Банк, санхүү, нягтлан бодох бүртгэл",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
Call center operator, Харилцагчдад бараа бүтээгдэхүүний талаар шаардлагатай мэдээлэл өгөх Салбаруудын хаяг байршлын мэдээлэл өгөх   Өдөр тутмын тайлан мэдээг ахлах ажилтанд мэдээллэх,"Мэдээлэл технологи, Харилцаа холбоо",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
МАРКЕТИНГИЙН МЕНЕЖЕР,"-Хариуцсан сувагт тохирсон маркетингийн зөв төлөвлөгөө боловсруулж, гүйцэтгэлийг хангаж ажиллах - Зах зээлийн судалгаа хийх, Шинэ бүтээгдэхүүн судлах, гарсан үр дүнг тайлагнах, шинэ санал санаачлага дэвшүүлэх, өөрийн дүгнэлт зөвлөмжийг оруулан холбогдох удирдлагуудад тайлагнах.","Маркетинг, PR, Менежмент",1950000.0,2022-12-13,99043102,Таван Богд Интернэйшнл 
ОПЕРАТОР - ИНЖЕНЕР,"Хэрэглэгчийн хүсэлтийн дагуу алсын зайнаас анхан шатны МТ үйлчилгээ үзүүлэх, хэрэглэгчийн сэтгэл ханамжийг дээшлүүлэх   #ТаныДижиталАяллынИтгэлтТүнш #БиднийҮнэтЗүйлс #ӨөдрөгХандлага #ӨрнүүнЭрмэлзлэл  #ӨндөрЧадвар   #WeOffer #FlexibleWorkCulture #Productivity&CollaborationTools #InnovativeWorkplace #FlexibleTime #RemoteOffice #Anywhere #Anytime","Мэдээлэл технологи, Харилцаа холбоо",1100000.0,2022-12-16,77317731,Ай Ти Зон 
СУПЕРВАЙЗОР ,-Борлуулалтын багийг удирдан зохион байгуулах  -Бараа бүтээгдэхүүний борлуулалтад хяналт тавих -Барааны идэвхижүүлэлт явуулах -Борлуулалтын тайлан гаргах -Зах зээлийн судалгаа хийж борлуулалтыг нэмэгдүүлэх,"Худалдаа, Борлуулалт",1950000.0,2022-12-13,99043102,Таван Богд Интернэйшнл 
ТЕХНИКИЙН ИНЖЕНЕР,"Мэдээллийн технологийн бараа бүтээгдэхүүн, тоног төхөөрөмжтэй холбоотой шийдэл гаргаж харилцагч байгууллагын бизнесийн үйл ажиллагаанд тусламж, үйлчилгээ үзүүлэх мөн өөрийн байгууллагын бизнесийн үйл ажиллагааг өргөжүүлэх, хөгжүүлэхэд хувь нэмрээ оруулах   Бидний ""Таны Дижитал Аяллын Итгэлт Түнш"" нь байх зорилгыг хэрэгжүүлэхэд хамтран ажиллахыг урьж байна. Хэрэв Та Өөдрөг хандлага, Өрнүүн эрмэлзэл, Өндөр чадвартай бол бидэнд анкетаа ирүүлээрэй.  #WeOffer #FlexibleWorkCulture #Productivity&CollaborationTools #HybridWorkModel #HybridWorkplace","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-12-16,77317731,Ай Ти Зон 
МЭДЭЭЛЭЛ ТЕХНОЛОГИЙН ИНЖЕНЕР,"Хэрэглэгчийн хүсэлтийн дагуу МТ-ийн үйлчилгээг үзүүлэх, хэрэглэгчийн сэтгэл ханамжийг дээшлүүлэх #ТаныДижиталАяллынИтгэлтТүнш #БиднийҮнэтЗүйлс #ӨөдрөгХандлага #ӨрнүүнЭрмэлзлэл  #ӨндөрЧадвар   #WeOffer #FlexibleWorkCulture #Productivity&CollaborationTools #InnovativeWorkplace #FlexibleTime #RemoteOffice #Anywhere #Anytime","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-12-16,77317731,Ай Ти Зон 
ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ ,"- 5Р 8 алхамыг харилцагч бүр дээр байнга тасалдалгүй хэрэгжүүлэх - Барааг харилцагчдад сурталчлан таниулах, бүтээгдэхүүнийг борлуулж, худалдах,  - Харилцагчийн лангууны өрөлт хураалт хийх - Шинээр харилцагч нээх - Борлуулалтын сар бүрийн идэвхжүүлэлтийг хэрэгжүүлэх - Борлуулалтын тайлан тооцоог өдөр бүр санхүүд үнэн зөв гаргаж өгөх","Худалдаа, Борлуулалт",1650000.0,2022-12-16,99043102,Таван Богд Интернэйшнл 
Няравын туслах, Бараа бүтээгдэхүүний бүрэн бүтэн байдлыг шалгах  Харилцагчид барааг хүлээлгэн өгөх  Бараа бүтээгдэхүүний ашиглалтын талаар харицлагчид тайлбарлах Няравын өдөр тутмын ажилд туслалцаа үзүүлэн ажиллах,"Банк, санхүү, нягтлан бодох бүртгэл",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
Дэлгүүрийн менежер ," Харилцагчийн сонгосон бараа бүтээгдэхүүний талаар дэлгэрэнгүй мэдээллийг үнэн зөв ойлгомжтой тайлбарлах Харилцагчид тохирох бараа бүтээгдэхүүнийг санал болгох, түргэн шуурхай үйлчилгээ үзүүлэх","Худалдаа, Борлуулалт",1100000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
"Агент, Реалтор сургаж ажилд авна","- Үл хөдлөх, эд хөрөнгө зуучлан борлуулах - Худалдан авагч нарт Үл хөдлөх, эд хөрөнгийг танилцуулах - Зуучлалын түрээсийн, худалдах гэрээ байгуулах - Үл хөдлөх хөрөнгийн төслүүд дээр ажиллах - Үл хөдлөх хөрөнгийн талаарх зах зээлийн судалгаа","Барилга, Үл хөдлөх хөрөнгө",2300000.0,2022-12-16,"70706060, 70709090",Оргил Сити Проперти 
Нярав,"Бараа материалыг нэр төрлөөр нь төрөлжүүлэн хураан ангилах, хаяглах, барааны үлдэгдлийн болон зарцуулалтын  тайлан гаргах, бараа материалын бүрэн бүтэн байдал, аюулгүй байдлыг хариуцан ажиллана","Банк, санхүү, нягтлан бодох бүртгэл",1650000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
Гадаад худалдааны менежер ," Гадаад зах зээл болон бараа материалын судалгаа хийх, импорт, экспорт захиалга хийх Гадаад бизнесийн байгууллагуудтай холбоо тогтоох, харилцах, гадаад худалдааг хөгжүүлэх Судалгаа шинжилгээ харьцуулалт хийх, түүнтэй холбоотой төсөв төлөвлөгөө боловсруулах, тайлагнах Гэрээ хэлцэл хийх Компанийн удирдлагаас өгсөн чиглэл, зөвлөмж болон АБТ-ын хүрээнд хийгдэх ажлууд","Худалдаа, Борлуулалт",2300000.0,2022-11-16,75003355,ПРО КРЕДИТТаны бизнесийн найдвартай хамтрагч
Бүртгэл тооцооны ажилтан," Өдөр тутмын тайлан, балансыг хугацаанд нь гаргах Борлуулалтын мэдээнд тулгалт хийх, программд шивж оруулах Бараа бүтээдэхүүний баримтын эмх цэгцтэй байдлыг хангах","Банк, санхүү, нягтлан бодох бүртгэл",1350000.0,2022-12-16,"88085022, 88088382",Сайн Интернэшнл 
"Ариутгал, халдваргүйжүүлэлт хариуцсан менежер"," Айл өрх, албан байгууллагад компанийн ажил, үйлчилгээний талаар танилцуулах, мэдээлэл хүргэх Гэрээт байгууллага болон  дуудлагын ажил, үйлчилгээний  захиалга авах, төлбөр тооцоо хийх Албан байгууллагуудтай байнгын хамтран ажиллах гэрээ, хэлэлцээр хийх Ариутгал, халдваргүйжүүлэлтийн захиалгын дагуу гүйцэтгэх ажил, үйлчилгээг зохион байгуулан ажиллах  Ариутгал, халдваргүйжүүлэлтийн борлуулалтыг нэмэгдүүлэн ажиллах шинэ санал, санаачлага гаргах Шинэ харилцагчийн тоог нэмэгдүүлэх Борлуулалтын төлөвлөгөө, тайлан мэдээ гаргах, танилцуулах",Үйлчилгээ,1650000.0,2022-12-16,"99093309, 80785656, 93305656",Баяндэмбэрэл 
Мерчиндайзер ,"- Компанийн бараа бүтээгдэхүүнийг өрөлтийг стандартын дагуу харилцагч, дэлгүүрүүдэд өрөх - Цаашид Худалдааны төлөөлөгчөөр дэвшин ажиллах боломжтой.","Худалдаа, Борлуулалт",1100000.0,2022-12-14,"77115511, 88045181, 88021253",Анунгоо 
АРГА ХЭМЖЭЭ ХАРИУЦСАН ЗОХИЦУУЛАГЧ-Эмэгтэй,Ажлын байрны тодорхойлолтонд заагдсан чиг үүргүүдийг хийж гүйцэтгэнэ.,"Аялал жуулчлал, зочид буудал",1350000.0,2022-12-16,"99012261, 99007214, 99007865",Тэрэлж Сүйх 
Тэнгэр Плаза Худалдааны төвд Касс,Ажлын байрны тодорхойлолтонд заасан ажлыг хийж гүйцэтгэнэ.,"Худалдаа, Борлуулалт",1350000.0,2022-12-12,"80009577, 75052660",Тэнгэр 
МАРКЕТИНГИЙН МЕНЕЖЕР,"Байгууллагын бүтээгдэхүүн үйлчилгээг зах зээлд таниулах, эзлэх хувь хэмжээг нэмэгдүүлэх замаар борлуулалтыг дэмжих","Эмнэлэг, Эм хангамж",2750000.0,2022-12-14,99017182,КАРЬЕР МАСТЕР 
Харилцагчийн менежер,"- Харилцагчийн албан хүсэлтийг хүлээн авч шийдвэрлэх - Байгууллагын бүтээгдэхүүн, үйлчилгээний талаар харилцагчдад мэдээлэл өгөх - Академийн франчайз салбаруудыг мэдээллээр хангаж, дэмжиж ажиллах - Захиалгын дагуу академиас эрхлэн гаргадаг ном, бүтээгдэхүүн бэлдэх","Худалдаа, Борлуулалт",1350000.0,2022-12-16,"7000-2266, 8002-2266","Монголын Оюун Ухааны АкадемиСэтгэхүйн хурдыг танд эзэмшүүлж, Оюуны хүрдийг дэлхийд таниулна."
"Хүний нөөц,ү","  Хүний нөөцийн судалгаа, шинжилгээ хийх, бүрдүүлэлт, сонгон шалгаруулалтыг хамтран хэрэгжүүлэх   Ажилтнуудын гүйцэтгэл, ур чадварын үнэлгээг тодорхой давтамжтай хийж сургалт, хөгжлийн хэрэгцээг тодорхойлох, ур чадвар, бүтээмжийг нэмэгдүүлэх   Идэвхжүүлэх аян, арга хэмжээ, тэмдэглэлт өдрүүдийг зохион байгуулах   Бизнесийн үйл ажиллагааг сайжруулах төсөл, хөтөлбөрүүд хэрэгжүүлэх   Оффис менежмент, худалдан авалтыг хариуцан хэрэгжүүлэх   Ажлын байранд заасан бусад ажил, үүргүүдийг хэрэгжүүлэх","Банк, санхүү, нягтлан бодох бүртгэл",1350000.0,2022-12-01,77200089,Ард Санхүүгийн Нэгдэл ХКХүчтэй. Хамтдаа
График дизайнер," Баг хамт олонтойгоо гар нийлэн ажиллах Маркетинг, борлуулалтанд нөлөөлөх чанартай контент бүтээх, түгээх Хэвлэмэл эх материалын загварыг гаргах бэлтгэх, хэвлүүлэх Контент агуулга гаргах, зохиол бичих, найруулах Контентийн тайлан бэлтгэх Контент түгээлтийн бүртгэл хийх","Дизайн, Энтертайнмент, Соёл урлаг",1950000.0,2022-12-15,"97125577, 75070808","""Чилагун Хөгжил"" "
UX," Програмын цэсний ангилал, дарааллыг боловсруулах Програмын хар зураглал боловсруулах Програмын хуудсуудын дизайныг боловсруулах. Програмын дизайнд хэрэглээний түвшинг тогтоох, анализ хийх Ижил төстэй програмуудыг судлаж, харьцуулж дүгнэх Програмын ерөнхий концепцд саналаа өгөх Программын техникийн шалгууруудыг тодорхойлсонд саналаа өгөх Дижитал шийдлийг хөгжүүлэх үйл ажиллагааны гүйцэтгэлд хяналт тавиж, саналаа өгөх Дижитал шийдэл хүлээлцэх, нутагшуулах дүгнэлтэд саналаа өгөх","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-11-28,70149761,"Гүнд инвестмент холдинг группЭрхэм зорилго: Хэрэглэгч, ажилтан, хувьцаа эзэмшигч үнэ цэнийг хамтран бүтээж, үр шимийг хүртэнэ"
Програм хөгжүүлэлтийн инженер ,"  Хөгжүүлсэн програмын алдаа доголдол bug-ыг илрүүлж, арилгах Програм хөгжүүлэх үйл ажиллагааны үр дүнг нэмэгдүүлэх санаачлага гаргах. Хэрэгцээ шаардлагад үндэслэн програмын техникийн шалгууруудыг тодорхойлох /ERD, Sequence, C4 Diagram/ Програмын код хөгжүүлэлт хийх. /Front end хөгжүүлэлтийн суурь мэдлэгтэй байх, Back-end хөгжүүлэлтийн туршлагатай байх/ Програмыг deploy хийхэд шаардлагатай ур чадварыг эзэмшсэн байх.","Мэдээлэл технологи, Харилцаа холбоо",1350000.0,2022-11-24,70149761,"Гүнд инвестмент холдинг группЭрхэм зорилго: Хэрэглэгч, ажилтан, хувьцаа эзэмшигч үнэ цэнийг хамтран бүтээж, үр шимийг хүртэнэ"
БРЭНД МЕНЕЖЕР," Хариуцсан бараа бүтээгдэхүүний маркетинг, идэвхижүүлэлтийн бодлого, хөтөлбөрийг боловсруулах, шинэ бараа бүтээгдэхүүнийг судалж нэвтрүүлэн тухайн бүтээгдэхүүнийг хөгжүүлэх, брэндийг зах зээлд нэр хүндтэй нэвтрүүлэх, хэлтсийн төлөвлөгөөний дагуу ажиллах Багийн хамтын ажиллагааг дэмжиж багаар ажиллах; Гадаадын харилцагч брэндийн дистрибьютер, компанитай байнгын харилцаатай байж соёлтой зөв зохистой, ажил хэрэгчээр асуудлыг шийдвэрлэх, даалгаварыг цаг тухайд нь биелүүлэх, байнга зөвлөгөө чиглүүлэг авч туршлага судлах, гэрээнд заасан ёсоор үйл ажиллагааг явуулж ажиллах;","Маркетинг, PR, Менежмент",1950000.0,2022-12-16,88033425,Тэсо Фүүдс 
Төсөвчин,Ажлын байрны тодорхойлолтын дагуу,"Барилга, Үл хөдлөх хөрөнгө",1650000.0,2022-12-16,"98019797, 94057274, 94057204",НБИК 
Хэрэглэгчийн хөгжлийн менежер ," TUSS D+ бүтээгдэхүүнийг хэрэглэгчид танилцуулга хийж, борлуулах Хэрэглэгч байгууллагад дижитал шийдлийг нэвтрүүлэх Байгууллагын үйл ажиллагаанд системийн шинжилгээ, оношилгоо хийх, танилцуулах","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-12-16,70149761,"Гүнд инвестмент холдинг группЭрхэм зорилго: Хэрэглэгч, ажилтан, хувьцаа эзэмшигч үнэ цэнийг хамтран бүтээж, үр шимийг хүртэнэ"
Жолооч,Хариуцсан техникийн  бүрэн бүтэн байдлыг хангаж ажиллах Ажлын  байрны тодорхойлтонд заагдсан  чиг үүргүүдийг гүйцэтгэх,"Ажилчид, туслах ажилтан",900000.0,2022-12-16,94000049,Наран Бьюти Уорлд 
Гадаад худалдааны менежер ," Гадаад зах зээл болон бараа материалын судалгаа хийх, импорт, экспорт захиалга хийх Гадаад бизнесийн байгууллагуудтай холбоо тогтоох, харилцах, гадаад худалдааг хөгжүүлэх Судалгаа шинжилгээ харьцуулалт хийх, түүнтэй холбоотой төсөв төлөвлөгөө боловсруулах, тайлагнах Гэрээ хэлцэл хийх Компанийн удирдлагаас өгсөн чиглэл, зөвлөмж болон АБТ-ын хүрээнд хийгдэх ажлууд","Худалдаа, Борлуулалт",2300000.0,2022-12-16,75003355,ПРО КРЕДИТТаны бизнесийн найдвартай хамтрагч
